doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1016/j.jid.2018.11.031,Chiche J.|Mondragón L.|Boyer L.|Paul-Bellon R.|Ricci J.E.|Rubio-Patiño C.|Obba S.|Gonçalves D.|Gesson M.|Bossowski J.P.|Aira L.E.|Luciano F.|Lecucq-Ottavi P.|Jacquel A.|Bailly-Maitre B.|Colosetti P.|Passeron T.|Auberger P.|Marchetti S.|Robert G.,Caspase 1/11 deficiency or pharmacological inhibition mitigates psoriasis-like phenotype in mice,journal-article,2019-06-01,2019.0,Journal of Investigative Dermatology,0022-202X,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,"www.jidonline.org,doi.org"
10.1002/2015TC003898,De Lepinay B.M.,Tectonic expression of an active slab tear from high-resolution seismic and bathymetric data offshore Sicily (Ionian Sea),journal-article,2016-01-01,2016.0,Tectonics,0278-7407,False,False,American Geophysical Union (AGU),Accès ouvert,Bronze,Editeur et archive ouverte,"agupubs.onlinelibrary.wiley.com,www.um.edu.mt,archimer.ifremer.fr,archimer.ifremer.fr,hal-insu.archives-ouvertes.fr,hal-insu.archives-ouvertes.fr,archimer.ifremer.fr"
10.3847/1538-4357/aad55d,Morbidelli A.,Excitation of a Primordial Cold Asteroid Belt as an Outcome of Planetary Instability,journal-article,2018-08-30,2018.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,"repositorio.unesp.br,urlib.net,urlib.net,arxiv.org"
10.1007/s11695-018-3577-1,Mazoyer C.|Benizri E.|Iannelli A.|Turchi L.,Laparoscopic Roux-En-Y Gastric Bypass Versus Sleeve Gastrectomy on Pelvic Floor Disorders in Morbidly Obese Women: a Prospective Monocentric Pilot Study,journal-article,2018-11-17,2018.0,Obesity Surgery,0960-8923,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1007/s00421-016-3437-4,Morin J.,Fatigue associated with prolonged graded running,journal-article,2016-07-25,2016.0,European Journal of Applied Physiology,1439-6319,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1016/j.jcf.2015.05.004,Gruet M.|Vallier J.M.|Mely L.,Skeletal muscle contractility and fatigability in adults with cystic fibrosis,journal-article,2016-01-01,2016.0,Journal of Cystic Fibrosis,1569-1993,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,www.cysticfibrosisjournal.com
10.1109/APUSNCURSINRSM.2017.8073043,Ferrero F.|Lizzi L.|Berrada H.,Characterization of miniature antenna for sub-GHz on-body applications,proceedings-article,2017-07-01,2017.0,2017 IEEE International Symposium on Antennas and Propagation & USNC/URSI National Radio Science Meeting,,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.4254/wjh.v10.i11.856,Rosenthal E.,Factors associated with DAA virological treatment failure and resistance-associated substitutions description in HIV/HCV coinfected patients,journal-article,2018-11-27,2018.0,World Journal of Hepatology,1948-5182,True,False,Baishideng Publishing Group Inc.,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1016/j.ydbio.2016.05.036,Braendle C.|Grimbert S.,Anchor cell signaling and vulval precursor cell positioning establish a reproducible spatial context during C. elegans vulval induction,journal-article,2016-08-01,2016.0,Developmental Biology,0012-1606,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur et archive ouverte,"doi.org,authors.library.caltech.edu,authors.library.caltech.edu,authors.library.caltech.edu,spiral.imperial.ac.uk"
10.3847/2041-8213/ab9538,Thévenin F.,On the Metamorphosis of the Bailey Diagram for RR Lyrae Stars,journal-article,2020-06-11,2020.0,The Astrophysical Journal,2041-8205,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.3847/1538-4357/ab113b,Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Hreibi A.|Chaibi O.|Merzougui M.|Kéfélian F.|Cleva F.|Vinet J.Y.|Boer M.|Pichot M.|Cipriano F.|Macquet A.|Stachie C.|Radulescu N.|Brillet A.|Bogaert G.|Man N.|Christensen N.,Searches for Continuous Gravitational Waves from 15 Supernova Remnants and Fomalhaut b with Advanced LIGO,journal-article,2019-04-23,2019.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,"api.research-repository.uwa.edu.au,openresearch-repository.anu.edu.au,pure-oai.bham.ac.uk,myresearchspace.uws.ac.uk,researchportal.port.ac.uk,researchportal.port.ac.uk,urlib.net,urlib.net,arxiv.org,eprints.gla.ac.uk,orca.cf.ac.uk,eprints.lancs.ac.uk,www.zora.uzh.ch,arxiv.org,pure.mpg.de,repository.ubn.ru.nl"
10.1007/978-3-030-37031-2_19,Patras F.,Lie Theory for Quasi-Shuffle Bialgebras,book-chapter,2020-01-01,2020.0,Periods in Quantum Field Theory and Arithmetic,2194-1009,False,False,Springer International Publishing,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1080/15548627.2019.1586259,Auberger P.|Robert G.,Azacitidine resistance caused by LAMP2 deficiency: a therapeutic window for the use of autophagy inhibitors in MDS/AML patients?,journal-article,2019-03-01,2019.0,Autophagy,1554-8627,False,False,Informa UK Limited,Accès ouvert,Bronze,Editeur et archive ouverte,"www.tandfonline.com,europepmc.org,www.ncbi.nlm.nih.gov"
10.3390/microorganisms8071012,Lebrigand K.|Galiana E.|Panabières F.|Pons N.|Orange F.|Bassani I.|Pagnotta S.|Rancurel C.|Counillon L.|Noblin X.,Transcriptomic and Ultrastructural Signatures of K+-Induced Aggregation in Phytophthora parasitica Zoospores,journal-article,2020-07-07,2020.0,Microorganisms,2076-2607,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,www.ncbi.nlm.nih.gov"
10.1016/j.jid.2017.07.833,Regazzetti C.|Debayle D.|De Donatis G.M.|Sormani L.|Tulic M.K.|Passeron T.|Rocchi S.,Melanocytes sense blue light and regulate pigmentation through the Opsin3,journal-article,2018-01-01,2018.0,Journal of Investigative Dermatology,0022-202X,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur,"www.jidonline.org,doi.org"
10.1080/09537104.2017.1401058,Choukroun E.,Injectable-platelet rich fibrin using the low speed centrifugation concept improves cartilage regeneration when compared to platelet-rich plasma,journal-article,2017-12-14,2017.0,Platelets,0953-7104,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1094/PHYTO-01-20-0008-R,van Ghelder C.|Portier U.|Esmenjaud D.|Nguyen V.C.,Grapevine resistance to the nematode Xiphinema index is durable in muscadine-derived material obtained from hardwood cuttings but not from in vitro,journal-article,2020-09-01,2020.0,Phytopathology®,0031-949X,False,False,Scientific Societies,Accès fermé,Closed,Accès fermé,
10.1007/s11238-015-9525-9,Hanaki N.,Cognitive ability and the effect of strategic uncertainty,journal-article,2015-12-09,2015.0,Theory and Decision,0040-5833,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"halshs.archives-ouvertes.fr,halshs.archives-ouvertes.fr,www.amse-aixmarseille.fr,halshs.archives-ouvertes.fr,halshs.archives-ouvertes.fr,halshs.archives-ouvertes.fr,halshs.archives-ouvertes.fr"
10.1029/2018JB016670,Ampuero J.,Depletion-induced seismicity at the Groningen gas field: Coulomb rate-and-state models including differential compaction effect,journal-article,2019-07-01,2019.0,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,American Geophysical Union (AGU),Accès ouvert,Hybrid,Editeur et archive ouverte,"agupubs.onlinelibrary.wiley.com,doi.org,dspace.library.uu.nl,publications.tno.nl"
10.1016/j.jnca.2020.102591,Caminada A.,An evaluation method of channel state information fingerprinting for single gateway indoor localization,journal-article,2020-06-01,2020.0,Journal of Network and Computer Applications,1084-8045,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1364/OE.25.026453,Colman-Meixner C.,Key on demand (KoD) for software-defined optical networks secured by quantum key distribution (QKD),journal-article,2017-10-16,2017.0,Optics Express,1094-4087,True,True,The Optical Society,Accès ouvert,Gold,Editeur,doi.org
10.1016/j.image.2018.06.012,Ferrari A.|Ammanouil R.,Distribution strategies for very large 3D image deconvolution algorithms,journal-article,2018-09-01,2018.0,Signal Processing: Image Communication,0923-5965,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.ceca.2016.02.008,Soriani O.,Immature human dendritic cells enhance their migration through KCa3.1 channel activation,journal-article,2016-04-01,2016.0,Cell Calcium,0143-4160,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.metabol.2019.154027,Nicolas S.|Chabry J.|Pisani D.|Gautier N.|Rochet N.,The Adiponectin receptor agonist AdipoRon normalizes glucose metabolism and prevents obesity but not growth retardation induced by glucocorticoids in young mice,journal-article,2020-02-01,2020.0,Metabolism,0026-0495,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1007/s11695-020-04469-5,Casanova V.|Vanbiervliet G.|Bereder J.M.|Gugenheim J.|Amor I.B.,The Nissen-Sleeve (N-Sleeve): Results of a Cohort Study,journal-article,2020-02-14,2020.0,Obesity Surgery,0960-8923,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1007/978-3-030-59725-2_46,Lorenzi M.|Banus J.|Sermesant M.,Joint Data Imputation and Mechanistic Modelling for Simulating Heart-Brain Interactions in Incomplete Datasets,book-chapter,2020-01-01,2020.0,Lecture Notes in Computer Science,0302-9743,False,False,Springer International Publishing,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.1007/s13341-017-0743-3,Levraut J.,Intoxication criminelle à l’atropine,journal-article,2017-05-06,2017.0,Annales françaises de médecine d'urgence,2108-6591,False,False,Lavoisier,Accès fermé,Closed,Accès fermé,
10.1016/j.biosystems.2016.07.003,Delaunay F.|Feillet C.,Model-based investigation of the circadian clock and cell cycle coupling in mouse embryonic fibroblasts: Prediction of RevErb-α up-regulation during mitosis,journal-article,2016-11-01,2016.0,Biosystems,0303-2647,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.inria.fr"
10.1016/j.indcrop.2020.112935,Michel T.|Laigle M.,"Essential oil-based nano-emulsions: Effect of different surfactants, sonication and plant species on physicochemical characteristics",journal-article,2020-12-01,2020.0,Industrial Crops and Products,0926-6690,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1093/icc/dtx034,Lorenz E.,"Tolerance, agglomeration, and enterprise innovation performance: a multilevel analysis of Latin American regions",journal-article,2017-11-10,2017.0,Industrial and Corporate Change,0960-6491,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"pdfs.semanticscholar.org,www.gredeg.cnrs.fr"
10.1016/j.biochi.2016.12.012,Ghandour R.A.|Pisani D.F.|Amri E.Z.|Ailhaud G.,"Control of adipogenesis by oxylipins, GPCRs and PPARs",journal-article,2017-05-01,2017.0,Biochimie,0300-9084,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"www.hal.inserm.fr,www.hal.inserm.fr,www.hal.inserm.fr"
10.1051/0004-6361/201630118,Cappi A.,The VIMOS Public Extragalactic Redshift Survey (VIPERS): Downsizing of the blue cloud and the influence of galaxy size on mass quenching over the last eight billion years,journal-article,2017-08-29,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,ui.adsabs.harvard.edu,research-repository.st-andrews.ac.uk,arxiv.org,ruj.uj.edu.pl,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,air.unimi.it"
10.3390/galaxies6040108,Lagadec E.,Infrared Observations of the Asymmetric Mass Loss of an AGB Star,journal-article,2018-10-12,2018.0,Galaxies,2075-4434,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,pdfs.semanticscholar.org"
10.3390/app10030882,Fatnassi H.|Poncet C.,The Effect of Different Levels of Shading in a Photovoltaic Greenhouse with a North–South Orientation,journal-article,2020-01-28,2020.0,Applied Sciences,2076-3417,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,hal.inrae.fr,hal.inrae.fr"
10.1007/978-3-319-67885-6_1,D’Angelo Y.,Computational Assessment of Curvatures and Principal Directions of Implicit Surfaces from 3D Scalar Data,book-chapter,2017-01-01,2017.0,Lecture Notes in Computer Science,0302-9743,False,False,Springer International Publishing,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1063/1.5045888,Guigo N.|Sangregorio A.|Sbirrazzuoli N.,Humins valorization: From well-defined properties to potential applications,proceedings-article,2018-01-01,2018.0,,,False,False,Author(s),Accès fermé,Closed,Accès fermé,
10.1016/j.jog.2015.04.001,Hassani R.,How do subduction processes contribute to forearc Andean uplift? Insights from numerical models,journal-article,2016-05-01,2016.0,Journal of Geodynamics,0264-3707,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1111/jerd.12337,Borie G.|Charbit Y.|Vincent-Bugnas S.,Treatment of multiple maxillary adjacent class I and II gingival recessions with modified coronally advanced tunnel and a new xenogeneic acellular dermal matrix,journal-article,2017-09-13,2017.0,Journal of Esthetic and Restorative Dentistry,1496-4155,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.5978/islsm.28_19-CR-02,Merigo E.|Fornaini C.|Rocca J.,Er:YAG laser for the aesthetic treatment of developmental enamel defects in frontal teeth: a case report,journal-article,2019-01-01,2019.0,LASER THERAPY,0898-5901,False,False,International Phototherapy Association,Accès ouvert,Bronze,Editeur et archive ouverte,"www.jstage.jst.go.jp,europepmc.org,www.ncbi.nlm.nih.gov"
10.7494/OpMath.2018.38.6.795,Bensmail J.,On locally irregular decompositions of subcubic graphs,journal-article,2018-01-01,2018.0,Opuscula Mathematica,1232-9274,True,True,AGHU University of Science and Technology Press,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1103/PhysRevA.98.043614,Miniatura C.,SU(3) topological insulators in the honeycomb lattice,journal-article,2018-10-12,2018.0,Physical Review A,2469-9926,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,arxiv.org
10.1093/mnras/stx969,Hahn O.,Two is better than one: joint statistics of density and velocity in concentric spheres as a cosmological probe,journal-article,2017-04-25,2017.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"arxiv.org,arxiv.org"
10.1016/j.jcp.2017.01.006,Heumann H.|Rapetti F.,A finite element method with overlapping meshes for free-boundary axisymmetric plasma equilibria in realistic geometries,journal-article,2017-04-01,2017.0,Journal of Computational Physics,0021-9991,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.inria.fr"
10.1002/aqc.2854,Guidetti P., Global ocean conservation under the magnifying glass ,journal-article,2017-12-18,2017.0,Aquatic Conservation: Marine and Freshwater Ecosystems,1052-7613,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1103/PhysRevLett.118.221101,Regimbau T.|Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Merzougui M.|Kéfélian F.|Cleva F.|Vinet J.Y.|Martellini L.|Boer M.|Pichot M.|Brillet A.|Bogaert G.|Man N.|Christensen N.,GW170104: Observation of a 50-Solar-Mass Binary Black Hole Coalescence at Redshift 0.2,journal-article,2017-06-01,2017.0,Physical Review Letters,0031-9007,False,False,American Physical Society (APS),Accès ouvert,Hybrid,Editeur et archive ouverte,"link.aps.org,doi.org,dspace.mit.edu,www.repo.uni-hannover.de,eprints.gla.ac.uk,eprints.whiterose.ac.uk,orca.cf.ac.uk,arxiv.org,digital.library.adelaide.edu.au,arpi.unipi.it,dipot.ulb.ac.be,iris.unitn.it,kclpure.kcl.ac.uk,kclpure.kcl.ac.uk,pubblicazioni.unicam.it,pure.mpg.de,repository.ubn.ru.nl,researchportal.port.ac.uk,researchportal.port.ac.uk"
10.1098/rsta.2019.0398,Henry C.,Dynamics and fragmentation of small inextensible fibres in turbulence,journal-article,2020-06-22,2020.0,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",1364-503X,False,False,The Royal Society,Accès fermé,Closed,Accès fermé,
10.1038/s41559-017-0314-4,Hilliou F.,Genomic adaptation to polyphagy and insecticides in a major East Asian noctuid pest,journal-article,2017-09-25,2017.0,Nature Ecology & Evolution,2397-334X,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"digitalcommons.uri.edu,biblio.ugent.be,hal.archives-ouvertes.fr,biblio.ugent.be,hal.archives-ouvertes.fr"
10.1007/s11695-019-03704-y,Bailly L.|Vanbiervliet G.|Sebastianelli L.|Benois M.|Piche T.|Iannelli A.|Turchi L.,Systematic Endoscopy 5 Years After Sleeve Gastrectomy Results in a High Rate of Barrett’s Esophagus: Results of a Multicenter Study,journal-article,2019-01-21,2019.0,Obesity Surgery,0960-8923,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1093/jnci/djx136,Milano G.,The Balance Between Cytotoxic T-cell Lymphocytes and Immune Checkpoint Expression in the Prognosis of Colon Tumors,journal-article,2017-08-25,2017.0,JNCI: Journal of the National Cancer Institute,0027-8874,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur,academic.oup.com
